post_id,text,translated,combined,predicted_label
task1a_test_54,උකුලේ තියන් නලවා පෙව්වා කිරි බෝතල් ගණන් දන්නෑ තෝ පෙව්වේ හැපින්නක බවක්... රිංගා සරම අස්සට ඒ හැපින්නියත් කෑවා කෑවා කියයි තෝ මූනට කෙල ගහන්.. #SS,The billions of bottles of milk will not know that the bottles of milk will not ask the hazard,උකුලේ තියන් නලවා පෙව්වා කිරි බෝතල් ගණන් දන්නෑ තෝ පෙව්වේ හැපින්නක බවක්... රිංගා සරම අස්සට ඒ හැපින්නියත් කෑවා කෑවා කියයි තෝ මූනට කෙල ගහන්.. #SS The billions of bottles of milk will not know that the bottles of milk will not ask the hazard,HOF
task1a_test_55,මහින්ද මහත්තයා හැත්තෑව පැනලා අර කාල්ටන් එකට වෙලා චූන් එකෙ ඉද්දි ඒ නාකි උන්දැට දොට්ට පිලට යන්නටත් නැතුව බයියෝ ආයෙ එන්න අප්පච්චි කිය කිය පස්සෙන් ගියා.. ඒ වයසක උන්දැ ස්ටේජ් නග්ගල අගමැති කලා. දැං එයාලම අහනවා ජෙවිපෙ ඇයි වයසක උන්දැල උද්ඝෝෂණ වලට ගේන්නේ කියලා.,"The Carlton came back to the Carlton, when Mr. Mahinda was in the chunda, Prime Minister was Prime Minister.The age of the JVP is to bring about why the JVP is brought to protests.","මහින්ද මහත්තයා හැත්තෑව පැනලා අර කාල්ටන් එකට වෙලා චූන් එකෙ ඉද්දි ඒ නාකි උන්දැට දොට්ට පිලට යන්නටත් නැතුව බයියෝ ආයෙ එන්න අප්පච්චි කිය කිය පස්සෙන් ගියා.. ඒ වයසක උන්දැ ස්ටේජ් නග්ගල අගමැති කලා. දැං එයාලම අහනවා ජෙවිපෙ ඇයි වයසක උන්දැල උද්ඝෝෂණ වලට ගේන්නේ කියලා. The Carlton came back to the Carlton, when Mr. Mahinda was in the chunda, Prime Minister was Prime Minister.The age of the JVP is to bring about why the JVP is brought to protests.",HOF
task1a_test_56,මුන්ට පිස්සු මල්ලි. දැං ඔය කිව්ව කෙනා කොල අතු ඇදගන ඇදුම් ගන්න සල්ලි වලින් දුප්පතුන්ට උපකාර කරනවද. නෑනෙ. විකාරකාරයො,They're crazy brother.Do you say that the man is pulling branches and help the poor with money.Not.Alanchological,මුන්ට පිස්සු මල්ලි. දැං ඔය කිව්ව කෙනා කොල අතු ඇදගන ඇදුම් ගන්න සල්ලි වලින් දුප්පතුන්ට උපකාර කරනවද. නෑනෙ. විකාරකාරයො They're crazy brother.Do you say that the man is pulling branches and help the poor with money.Not.Alanchological,HOF
task1a_test_57,@USER ඉතින් යකෝ හෙනද බුලියක් දෙකක් අරන් ආවනං  @USER  @USER,@User So yenko is a bullet with two array @user @user,@USER ඉතින් යකෝ හෙනද බුලියක් දෙකක් අරන් ආවනං  @USER  @USER @User So yenko is a bullet with two array @user @user,NOT
task1a_test_58,"මං මැරිලද අහනවා හුත්තී , ඔව් යකෝ, තෝ මලගෙදර ආවේ නෑනෙ, වරෙං තුන්මාසේ දානෙටවත්",I'm dead,"මං මැරිලද අහනවා හුත්තී , ඔව් යකෝ, තෝ මලගෙදර ආවේ නෑනෙ, වරෙං තුන්මාසේ දානෙටවත් I'm dead",HOF
task1a_test_59,Sunny ගේ අළුත් instagram පොටෝ සෙට් එක දැක්කම ප⁣ලවෙනි පාරට ඒකි cute කියල හිතුන නේ,"The cute is the Cute of the Cute, see Sinny's new Instagram Poto set.","Sunny ගේ අළුත් instagram පොටෝ සෙට් එක දැක්කම ප⁣ලවෙනි පාරට ඒකි cute කියල හිතුන නේ The cute is the Cute of the Cute, see Sinny's new Instagram Poto set.",NOT
task1a_test_60,"කෙල්ලෙක් බොනව කිව්වහම - සා වෑව්, ඒක එයාලගෙ අයිතිය, කෙල්ලෙක් බිව්වම මොකො යනාදී ලොවෙත් නැති ටෝක්ස්.  කොල්ලෙක් බොන්නෑ කිව්වම - ඊයා ඕයි බොන්නෙ නැද්ද? තමුසෙ කොල්ලෙක්ද ඕයි? චී....  පකේ ලොජික් ගායිස්. අයි රිපීට් පකේ ලොජික්.","When you say that a girl is drinking - Saw, and it's their right, girl and a girl is not in Moomco.When you told a boy, didn't the Eya usa drink?Have you been a boy?At the Chinese ...Iippate Pketing Logic.","කෙල්ලෙක් බොනව කිව්වහම - සා වෑව්, ඒක එයාලගෙ අයිතිය, කෙල්ලෙක් බිව්වම මොකො යනාදී ලොවෙත් නැති ටෝක්ස්.  කොල්ලෙක් බොන්නෑ කිව්වම - ඊයා ඕයි බොන්නෙ නැද්ද? තමුසෙ කොල්ලෙක්ද ඕයි? චී....  පකේ ලොජික් ගායිස්. අයි රිපීට් පකේ ලොජික්. When you say that a girl is drinking - Saw, and it's their right, girl and a girl is not in Moomco.When you told a boy, didn't the Eya usa drink?Have you been a boy?At the Chinese ...Iippate Pketing Logic.",NOT
task1a_test_61,@USER  @USER මුන්ගේ ආන්ඩුව හරියට ගනිකාවො වගේ.. පොඩි වේලාවකට ආතල් එකක් දීලා මිනිස්සුන්ගේ සබ්බ සකලමනාවම හූරගෙන කනවා. ගොං හැත්ත,The government's government's government is like a gym.Surveying,@USER  @USER මුන්ගේ ආන්ඩුව හරියට ගනිකාවො වගේ.. පොඩි වේලාවකට ආතල් එකක් දීලා මිනිස්සුන්ගේ සබ්බ සකලමනාවම හූරගෙන කනවා. ගොං හැත්ත The government's government's government is like a gym.Surveying,HOF
task1a_test_62,නොදකින් කකුලා හරකා ඌරා ගැන මේකේ ඉන්න කෙල්ලන්ට මාර අමාරුවක්නෙ තියෙන්නේ.  කටේ දාලා සූප්පු කරද්දී හොදයි තොපිට.,The girls in this with the pigs without not see.You left the mouth and used to be used.,නොදකින් කකුලා හරකා ඌරා ගැන මේකේ ඉන්න කෙල්ලන්ට මාර අමාරුවක්නෙ තියෙන්නේ.  කටේ දාලා සූප්පු කරද්දී හොදයි තොපිට. The girls in this with the pigs without not see.You left the mouth and used to be used.,HOF
task1a_test_63,මේ දවස් ටික ඉක්මනට ගෙවිලා ගියා නම්... දන්නවා හොදටම හැමදාම මෙහෙම දවස් නෑ ගෙවිලා යනවා.. එත් ඒ ටයිම් එක ගෙවා ගන්න එක තමයි අමාරු....,If you were paid shortly before ...,මේ දවස් ටික ඉක්මනට ගෙවිලා ගියා නම්... දන්නවා හොදටම හැමදාම මෙහෙම දවස් නෑ ගෙවිලා යනවා.. එත් ඒ ටයිම් එක ගෙවා ගන්න එක තමයි අමාරු.... If you were paid shortly before ...,NOT
task1a_test_64,@USER  @USER ගුඩ් නයිට් ඩාලින්,@Ser @ser @user Good Night Dalin,@USER  @USER ගුඩ් නයිට් ඩාලින් @Ser @ser @user Good Night Dalin,NOT
task1a_test_65,"උබට විතරක් පලල් කරන කෙල්ලව හැඩල් කරන්න අමාරු එකේ  හැමෝටම පලල් කරන කෙල්ලො 5 ,6 ක් එකම වහලක් යට තියා ගන්න වෙනකොට උබටම හිතෙයි කෝඩින් කොච්චර ලේසිද කියලා URL This Tweet is unavailable.","When it is easy to make you feel that you will be able to keep the girl who is trying to stack the girl who is trying to get the girl who is going to be under the same roof, URL THWILABLE.","උබට විතරක් පලල් කරන කෙල්ලව හැඩල් කරන්න අමාරු එකේ  හැමෝටම පලල් කරන කෙල්ලො 5 ,6 ක් එකම වහලක් යට තියා ගන්න වෙනකොට උබටම හිතෙයි කෝඩින් කොච්චර ලේසිද කියලා URL This Tweet is unavailable. When it is easy to make you feel that you will be able to keep the girl who is trying to stack the girl who is trying to get the girl who is going to be under the same roof, URL THWILABLE.",NOT
task1a_test_66,විජයබා කොල්ලය ෆිල්ම් එකට අනිත් හැමේකාම වැඩක් නෑයි අරකයි මේකයි කියනකොට එකෙක් නැහෙනවා ඒක පට්ට ෆිල්ම් එකලු.ඇයි දන්නෑ,"This one will say that Wijayaba lounge is not worth the film, and it will not know that it does not know that it does not know","විජයබා කොල්ලය ෆිල්ම් එකට අනිත් හැමේකාම වැඩක් නෑයි අරකයි මේකයි කියනකොට එකෙක් නැහෙනවා ඒක පට්ට ෆිල්ම් එකලු.ඇයි දන්නෑ This one will say that Wijayaba lounge is not worth the film, and it will not know that it does not know that it does not know",NOT
